STATE,ZIP,DOMAIN,CLUSTER,HOMEOWNR,DATASRCE,RFA_2,RFA_2R,RFA_2A,DOMAIN_A,DOMAIN_B
CA,92139,U2,7,H,A,L1F,L,F,U,2
WA,98531,T3,41,H,C,L3E,L,E,T,3
CA,95488,R2,46,H,C,L1F,L,F,R,2
IL,60443,S1,11,H,A,L3F,L,F,S,1
CA,94553,S1,14,H,A,L1G,L,G,S,1
other,87105,C2,26,U,B,L1F,L,F,C,2
other,85607-,U2,4,U,C,L3E,L,E,U,2
other,73115,S3,21,H,B,L2F,L,F,S,3
GA,31419,T3,41,U,B,L2F,L,F,T,3
GA,30016,T2,39,H,A,L1F,L,F,T,2
other,73554,R2,48,U,D,L2E,L,E,R,2
NC,28409,T2,40,U,C,L1F,L,F,T,2
WA,98321,T2,40,U,A,L4D,L,D,T,2
IN,47043,R3,53,U,D,L4D,L,D,R,3
CA,92706,U1,3,H,A,L1G,L,G,U,1
MI,49505-,T2,40,U,B,L1E,L,E,T,2
FL,34748,S2,18,U,C,L1F,L,F,S,2
IN,46032,S1,11,H,B,L1F,L,F,S,1
CA,92586-,T2,37,U,A,L3D,L,D,T,2
TX,75098,C2,27,U,A,L3E,L,E,C,2
CA,92009,S1,11,H,A,L3F,L,F,S,1
FL,32792,S2,18,H,B,L1F,L,F,S,2
TX,76013,C1,22,H,A,L1F,L,F,C,1
other,81005,C3,30,U,C,L3D,L,D,C,3
TX,77080-,S1,15,U,A,L1G,L,G,S,1
IL,60618,U2,7,U,A,L1F,L,F,U,2
other,50854,R2,48,H,D,L1F,L,F,R,2
CA,95820,U2,5,H,B,L3E,L,E,U,2
MI,49302,T2,40,H,B,L1F,L,F,T,2
CA,94086,U1,1,U,A,L2E,L,E,U,1
IL,60126,S1,11,H,A,L2F,L,F,S,1
other,37380,R2,45,H,B,L1E,L,E,R,2
MO,63114,S2,17,H,A,L3F,L,F,S,2
IL,61010,R2,46,H,D,L4D,L,D,R,2
GA,30047,C1,24,H,A,L3E,L,E,C,1
other,29340,T2,40,H,D,L1F,L,F,T,2
TX,77511-,T2,40,U,A,L1F,L,F,T,2
IL,60458,U2,5,U,A,L1F,L,F,U,2
other,41008,R2,45,H,D,L2F,L,F,R,2
other,66061,S3,21,H,B,L1F,L,F,S,3
other,85710,C1,24,H,B,L3F,L,F,C,1
CA,90606,S2,19,H,A,L1F,L,F,S,2
IN,46845,C2,28,U,B,L1F,L,F,C,2
CA,94945,C1,24,U,A,L1F,L,F,C,1
other,55382,R2,49,H,A,L3E,L,E,R,2
CA,94607,U4,10,U,A,L4E,L,E,U,4
other,45242,R1,42,U,B,L1F,L,F,R,1
GA,30542,T1,35,H,C,L2F,L,F,T,1
IL,60643,U2,4,U,A,L3G,L,G,U,2
NC,27360,T2,36,H,B,L3D,L,D,T,2
CA,93930,R3,52,H,B,L1E,L,E,R,3
MO,63303,C1,24,U,A,L1F,L,F,C,1
CA,95407,C3,30,U,A,L3D,L,D,C,3
FL,33569,T2,36,H,A,L1G,L,G,T,2
CA,90043,U1,2,H,A,L1F,L,F,U,1
other,72143,T2,36,U,D,L1E,L,E,T,2
other,73159,C2,27,H,B,L4D,L,D,C,2
TX,75801-,C1,23,U,D,L2F,L,F,C,1
other,74059,R2,43,U,C,L1G,L,G,R,2
CA,90069-,U1,1,U,A,L1F,L,F,U,1
FL,32256,T1,34,U,B,L2F,L,F,T,1
other,80433,T1,35,H,B,L1G,L,G,T,1
CA,94030,S1,13,U,A,L2E,L,E,S,1
FL,33618,T1,35,H,A,L1G,L,G,T,1
TX,75074,C3,30,U,A,L1F,L,F,C,3
other,84790,R2,40,U,D,L1F,L,F,R,2
TX,78504,C1,24,H,B,L1E,L,E,C,1
other,82513,R2,46,U,D,L1G,L,G,R,2
WA,98329,T2,40,H,A,L2F,L,F,T,2
GA,31061,T1,34,U,D,L1F,L,F,T,1
other,81069,R2,46,H,C,L4G,L,G,R,2
other,71343,R3,51,H,D,L1G,L,G,R,3
CA,92392,R2,49,H,A,L1F,L,F,R,2
CA,95620,T1,34,U,A,L3E,L,E,T,1
WA,98115,U1,2,H,A,L4G,L,G,U,1
CA,91701,U1,2,H,A,L1E,L,E,U,1
CA,96021,R2,46,H,D,L2F,L,F,R,2
IL,61821,C1,24,H,C,L1F,L,F,C,1
other,81615,R1,42,U,D,L1F,L,F,R,1
other,73099,T2,39,H,B,L2F,L,F,T,2
CA,90706,U2,5,U,A,L1F,L,F,U,2
other,35769,T2,36,U,D,L1E,L,E,T,2
NC,28773,C2,28,U,D,L3E,L,E,C,2
TX,77720,C3,31,U,B,L4D,L,D,C,3
WA,98235,R2,49,U,C,L1G,L,G,R,2
other,37683-,R3,51,U,D,L2G,L,G,R,3
CA,95824,U3,8,H,B,L1G,L,G,U,3
GA,30655,T2,36,H,A,L2F,L,F,T,2
WA,98230,T2,40,H,C,L1F,L,F,T,2
WI,53711,C1,22,U,B,L2F,L,F,C,1
CA,95212,T2,37,H,B,L2E,L,E,T,2
other,80501,S1,11,H,B,L1F,L,F,S,1
other,97535,T2,36,H,C,L1E,L,E,T,2
WI,53525,T2,40,H,C,L3F,L,F,T,2
other,96821,S1,13,H,B,L2F,L,F,S,1
NC,28557,R2,46,U,C,L4E,L,E,R,2
MI,49825,R2,43,H,D,L1F,L,F,R,2
NC,27603,C3,30,U,B,L1F,L,F,C,3
GA,31419,S1,11,U,B,L1F,L,F,S,1
FL,33321,C2,29,U,A,L2E,L,E,C,2
CA,90748,C3,31,U,A,L1F,L,F,C,3
CA,91785,U4,10,H,A,L4D,L,D,U,4
IN,46725,R2,44,H,B,L1F,L,F,R,2
CA,93241,R3,52,H,B,L3F,L,F,R,3
other,74145,C2,25,U,B,L2F,L,F,C,2
IL,61234,R2,45,U,B,L4D,L,D,R,2
MI,49506,S1,11,H,B,L1F,L,F,S,1
FL,32759,R3,50,U,B,L1F,L,F,R,3
other,85375,R2,44,H,A,L1G,L,G,R,2
GA,30253-,C2,27,U,A,L1G,L,G,C,2
WA,98122,U2,4,U,A,L1F,L,F,U,2
MI,48197-,C2,27,U,A,L1F,L,F,C,2
GA,30656,R2,40,H,A,L2E,L,E,R,2
other,88401,U4,10,U,D,L1G,L,G,U,4
FL,33026,S1,12,H,A,L1F,L,F,S,1
CA,94560,U2,7,U,A,L1F,L,F,U,2
CA,90029,C1,22,U,A,L3E,L,E,C,1
CA,95382,R2,40,H,B,L1F,L,F,R,2
other,70454-,U1,2,U,C,L2E,L,E,U,1
IL,60004,U1,3,U,A,L4D,L,D,U,1
other,97225,S1,11,U,B,L1F,L,F,S,1
other,85024,U1,2,H,A,L4E,L,E,U,1
CA,94539,S1,14,U,A,L4E,L,E,S,1
CA,92805,S2,19,H,A,L4F,L,F,S,2
other,67056,R2,45,H,B,L4D,L,D,R,2
CA,95564,T2,39,H,C,L2F,L,F,T,2
FL,32953,C2,26,H,B,L2F,L,F,C,2
NC,28086,T3,41,U,C,L1F,L,F,T,3
other,29154,T2,40,U,C,L1F,L,F,T,2
TX,75428,R2,46,H,C,L1G,L,G,R,2
other,39350,C1,22,U,D,L3D,L,D,C,1
NC,28163,R2,49,H,D,L4F,L,F,R,2
TX,78332,T3,41,H,D,L3E,L,E,T,3
TX,75240,S1,13,H,A,L4D,L,D,S,1
IL,60171-,U2,7,U,A,L1G,L,G,U,2
GA,30022-,S1,11,U,A,L2F,L,F,S,1
MO,64052,C3,30,H,B,L2F,L,F,C,3
MI,48127,S3,21,H,A,L1F,L,F,S,3
TX,77901,C2,28,H,C,L3D,L,D,C,2
other,29732,C1,24,H,B,L1F,L,F,C,1
other,72701,C2,25,H,C,L4E,L,E,C,2
CA,95401,S1,13,H,A,L1F,L,F,S,1
NC,28777,R2,46,H,D,L3F,L,F,R,2
TX,77068,C1,24,H,A,L1F,L,F,C,1
IL,62234-,C3,30,U,A,L1F,L,F,C,3
MI,48832,R3,51,H,D,L3E,L,E,R,3
CA,91754,U1,2,H,A,L1F,L,F,U,1
other,85202,U3,9,U,A,L2F,L,F,U,3
other,97230,S2,17,H,B,L2G,L,G,S,2
TX,76513,T3,41,H,C,L3E,L,E,T,3
IL,60647,U4,10,U,A,L2F,L,F,U,4
CA,95366,T2,37,H,B,L1G,L,G,T,2
WI,54235,T2,36,H,D,L3E,L,E,T,2
CA,95472,T2,40,H,A,L3D,L,D,T,2
FL,34242,C1,23,H,B,L1G,L,G,C,1
TX,78377,R2,45,H,D,L2F,L,F,R,2
other,83714,C3,30,U,C,L4E,L,E,C,3
IL,60478,S2,18,H,A,L2G,L,G,S,2
NC,28083,C3,32,H,B,L2F,L,F,C,3
CA,90280,U2,5,U,A,L2G,L,G,U,2
FL,34237-,R2,40,H,B,L1F,L,F,R,2
other,74108,S2,18,H,B,L1F,L,F,S,2
other,89316,R2,49,H,D,L4D,L,D,R,2
WA,98498,S1,14,H,A,L2G,L,G,S,1
other,99516,T1,35,H,C,L1F,L,F,T,1
other,68508,R3,53,U,C,L4D,L,D,R,3
NC,28636,R2,49,H,B,L3E,L,E,R,2
CA,94904,C1,23,U,A,L1G,L,G,C,1
CA,91335,U2,6,U,A,L1F,L,F,U,2
CA,92501,C2,27,H,A,L2E,L,E,C,2
other,97030,C3,31,H,B,L1F,L,F,C,3
CA,95817,U3,9,U,B,L1F,L,F,U,3
NC,28016-,T3,41,U,B,L1G,L,G,T,3
FL,34983,C2,27,H,B,L1F,L,F,C,2
TX,77035,U1,2,U,A,L1G,L,G,U,1
IL,60613,U1,1,U,A,L1G,L,G,U,1
other,29116,T2,36,U,C,L3F,L,F,T,2
other,85351,C3,33,U,A,L1E,L,E,C,3
TX,77381,T1,35,U,A,L1F,L,F,T,1
other,97115,T2,39,H,B,L1F,L,F,T,2
WI,54449,T2,38,H,C,L1G,L,G,T,2
other,96815,C1,22,H,B,L1F,L,F,C,1
CA,95062,S1,11,H,A,L4E,L,E,S,1
FL,34478,T3,41,H,C,L1F,L,F,T,3
CA,91723,S2,17,U,A,L1E,L,E,S,2
other,87122,U1,3,U,B,L4E,L,E,U,1
GA,31830,R2,47,U,D,L2F,L,F,R,2
NC,28304,C1,24,U,B,L2F,L,F,C,1
WA,98116,U1,3,H,A,L3E,L,E,U,1
other,29906,T2,39,U,C,L1F,L,F,T,2
FL,33713,U3,8,H,A,L2F,L,F,U,3
other,29650,S1,14,H,B,L2F,L,F,S,1
CA,91754,U2,6,H,A,L2F,L,F,U,2
FL,33710,U2,5,H,A,L2F,L,F,U,2
WA,98626,C3,30,H,C,L3E,L,E,C,3
CA,94121,U1,3,H,A,L1G,L,G,U,1
MI,48503,C3,32,U,B,L1F,L,F,C,3
CA,92505,S3,21,H,A,L1F,L,F,S,3
CA,91722,S2,18,H,A,L1G,L,G,S,2
MI,49321,T2,36,U,B,L1G,L,G,T,2
NC,28403,C1,22,H,C,L1F,L,F,C,1
IL,60514,C1,22,U,A,L1F,L,F,C,1
TX,76513,T2,36,U,C,L1F,L,F,T,2
IN,47711,T1,35,H,B,L2F,L,F,T,1
IN,46323,S3,21,H,A,L4D,L,D,S,3
WI,53129,S1,12,U,B,L1F,L,F,S,1
IL,61350,T2,36,H,C,L1G,L,G,T,2
TX,78213-,S2,18,U,B,L3E,L,E,S,2
other,37080,R2,46,H,B,L1F,L,F,R,2
MI,48455,T2,40,U,A,L1F,L,F,T,2
GA,30214,T1,35,H,A,L1F,L,F,T,1
TX,78390,R2,44,U,B,L1G,L,G,R,2
TX,77632,T2,40,H,B,L4F,L,F,T,2
TX,76020,T1,35,U,A,L2F,L,F,T,1
other,87120,S1,12,U,B,L1G,L,G,S,1
TX,77092,S2,20,H,A,L1E,L,E,S,2
GA,30054,T2,39,H,A,L2G,L,G,T,2
GA,30180,R2,44,H,A,L4D,L,D,R,2
TX,77562,T2,39,H,A,L3F,L,F,T,2
FL,32720,T2,40,H,B,L1F,L,F,T,2
other,37321,R3,51,U,D,L3E,L,E,R,3
TX,78640,R2,49,H,B,L2F,L,F,R,2
IL,61102,T3,41,U,B,L4D,L,D,T,3
MI,48125,S2,16,H,A,L4D,L,D,S,2
IN,46545,S2,16,H,B,L2F,L,F,S,2
TX,75229,S1,13,U,A,L3D,L,D,S,1
CA,95354,S2,20,U,B,L3E,L,E,S,2
FL,33809,T2,40,H,B,L3E,L,E,T,2
TX,79065,T2,36,U,D,L2E,L,E,T,2
FL,33781,S2,16,U,A,L1E,L,E,S,2
TX,77388,C3,30,U,A,L2F,L,F,C,3
other,80127,R2,40,H,B,L1G,L,G,R,2
other,86442,U2,7,U,C,L1F,L,F,U,2
IL,60187,S1,14,U,A,L1G,L,G,S,1
IL,62203,C3,32,U,A,L1G,L,G,C,3
MO,65613,R2,45,U,D,L1E,L,E,R,2
IL,61554,S2,16,U,B,L2G,L,G,S,2
other,55304,T2,40,H,A,L1F,L,F,T,2
other,97478,T2,40,H,B,L3F,L,F,T,2
CA,95828,C3,33,U,B,L1F,L,F,C,3
other,85607,T3,41,U,C,L1F,L,F,T,3
CA,91941,U2,5,H,A,L3E,L,E,U,2
FL,34737,T1,35,U,C,L1F,L,F,T,1
other,71101,C3,32,H,B,L4D,L,D,C,3
other,37821,R3,51,H,D,L1F,L,F,R,3
FL,34139,R2,46,U,C,L1F,L,F,R,2
IL,60093,S1,11,H,A,L1F,L,F,S,1
CA,92677,C1,24,U,A,L1F,L,F,C,1
other,57469,T2,40,U,D,L3E,L,E,T,2
GA,30269-,S1,13,H,A,L1F,L,F,S,1
CA,90024,U1,1,U,A,L4G,L,G,U,1
other,72653,C2,28,U,D,L3G,L,G,C,2
CA,92026,C1,23,H,A,L2F,L,F,C,1
IL,60513,S2,16,H,A,L1F,L,F,S,2
other,89102,U2,7,U,B,L2F,L,F,U,2
FL,33825,T2,37,H,C,L1E,L,E,T,2
other,83101,R2,44,H,D,L3F,L,F,R,2
WI,54703,C2,27,H,C,L1F,L,F,C,2
IL,60067,S2,17,H,A,L1G,L,G,S,2
CA,91301,T1,34,U,A,L3F,L,F,T,1
WI,54945,R2,49,U,D,L1F,L,F,R,2
other,37743,R2,43,U,C,L3E,L,E,R,2
CA,92399,C3,33,U,A,L1E,L,E,C,3
CA,92840,C2,28,U,A,L1F,L,F,C,2
CA,91367,U1,2,H,A,L2E,L,E,U,1
IL,60007,S1,14,H,A,L3D,L,D,S,1
CA,94109-,U1,3,U,A,L1F,L,F,U,1
FL,33143,S1,11,H,A,L1F,L,F,S,1
MI,49337,R2,46,H,D,L1F,L,F,R,2
MI,49508,T2,40,U,B,L1G,L,G,T,2
other,72031,R3,53,H,D,L4D,L,D,R,3
other,84106,U2,4,U,B,L2F,L,F,U,2
GA,30087,T1,35,U,A,L1G,L,G,T,1
NC,28326,R2,49,U,C,L1G,L,G,R,2
TX,75701,C1,22,U,C,L2G,L,G,C,1
CA,95901,C3,31,U,C,L1G,L,G,C,3
other,87801,T1,34,H,D,L3E,L,E,T,1
MI,48843,T2,40,H,A,L2G,L,G,T,2
CA,93555,C1,24,H,B,L1E,L,E,C,1
other,96205,R2,40,U,U,L1F,L,F,R,2
other,85715,S3,21,U,B,L2E,L,E,S,3
TX,78570,T3,41,U,B,L3D,L,D,T,3
IL,60417,S2,17,U,A,L1F,L,F,S,2
MI,49203,C3,30,H,C,L3E,L,E,C,3
TX,75654,T1,35,U,D,L1G,L,G,T,1
IN,46514,C2,28,H,C,L1F,L,F,C,2
other,74133,S1,11,H,B,L3F,L,F,S,1
other,71115,S1,15,U,B,L2F,L,F,S,1
CA,92260,C1,23,U,A,L1G,L,G,C,1
CA,92335,S2,19,U,A,L1G,L,G,S,2
other,87112,U2,4,H,B,L1F,L,F,U,2
IL,62966,T2,36,U,C,L1F,L,F,T,2
CA,95014,U1,2,H,A,L1F,L,F,U,1
other,37763,T2,36,H,D,L1G,L,G,T,2
other,97368,R2,46,U,D,L1F,L,F,R,2
CA,92054-,U2,5,U,A,L2F,L,F,U,2
TX,75931,R2,48,H,D,L4E,L,E,R,2
WI,53511,C3,31,H,C,L1E,L,E,C,3
TX,77520,C2,25,H,A,L1G,L,G,C,2
IL,60630,U2,5,H,A,L2F,L,F,U,2
MO,63301,S2,20,U,A,L1G,L,G,S,2
other,37221,T2,40,U,B,L2F,L,F,T,2
TX,77096,R2,40,H,A,L3F,L,F,R,2
TX,75042,U1,3,U,A,L4E,L,E,U,1
other,97504,C2,26,H,C,L4E,L,E,C,2
IL,62233,T2,36,H,D,L2E,L,E,T,2
WA,98310,C3,30,H,C,L1F,L,F,C,3
TX,79924-,C1,24,U,B,L4E,L,E,C,1
NC,28328,T2,36,H,D,L1F,L,F,T,2
other,68108,C3,30,H,B,L2E,L,E,C,3
CA,93720,S1,11,U,B,L2G,L,G,S,1
CA,90638,S2,18,U,A,L1G,L,G,S,2
TX,76051,U1,2,U,A,L4D,L,D,U,1
CA,92648,S1,13,H,A,L1E,L,E,S,1
GA,31324,R1,42,U,D,L1G,L,G,R,1
MO,63105-,S1,15,U,A,L4F,L,F,S,1
other,50317,S2,16,H,B,L1F,L,F,S,2
MO,64744,R3,53,U,D,L3F,L,F,R,3
other,83816,T2,38,U,C,L1F,L,F,T,2
FL,34491,T2,37,H,C,L1F,L,F,T,2
MO,65714,T3,41,H,B,L1G,L,G,T,3
other,88201,C2,27,H,C,L1F,L,F,C,2
other,73860,R2,48,U,D,L4E,L,E,R,2
CA,92647,U2,7,U,A,L1G,L,G,U,2
other,89117,S1,11,U,B,L1G,L,G,S,1
GA,30322,U1,3,U,A,L1G,L,G,U,1
CA,91321,C1,24,H,A,L3E,L,E,C,1
other,29461,T2,39,H,B,L1E,L,E,T,2
IL,61611,T2,40,H,B,L1E,L,E,T,2
other,55438,S1,11,H,A,L1G,L,G,S,1
MI,49426,T2,36,U,B,L2F,L,F,T,2
WA,98926,C2,27,U,D,L4D,L,D,C,2
MI,49631,R3,51,H,D,L4D,L,D,R,3
NC,28208,S3,21,U,B,L3E,L,E,S,3
other,85268,U1,2,H,A,L1F,L,F,U,1
other,41015,T2,39,H,B,L3F,L,F,T,2
other,59102,C2,25,H,C,L3E,L,E,C,2
GA,30064,T1,35,H,A,L1G,L,G,T,1
other,35244-,T2,40,H,B,L2G,L,G,T,2
CA,90037,U4,10,U,A,L1G,L,G,U,4
other,66502,R2,44,H,D,L2E,L,E,R,2
FL,33023,U4,10,H,A,L3F,L,F,U,4
WA,98042,T1,35,H,A,L2E,L,E,T,1
IL,60619,U3,9,U,A,L1G,L,G,U,3
TX,79101,C3,31,U,C,L4D,L,D,C,3
FL,32713,T2,37,H,B,L3E,L,E,T,2
WI,53190,R2,49,U,C,L1G,L,G,R,2
FL,34293,C2,29,H,B,L1G,L,G,C,2
other,67212,S1,14,H,B,L1F,L,F,S,1
other,84058,C2,27,H,C,L4D,L,D,C,2
TX,76513-,T2,36,H,C,L1F,L,F,T,2
other,38141,S1,12,H,B,L1F,L,F,S,1
other,74135,C1,24,U,B,L1F,L,F,C,1
IL,60195,C2,25,H,A,L3F,L,F,C,2
CA,90604,S2,20,H,A,L1G,L,G,S,2
other,73069,C1,24,H,B,L3E,L,E,C,1
other,81301,S2,20,U,D,L1F,L,F,S,2
IL,60565,S1,15,U,A,L3E,L,E,S,1
WA,99336,T1,35,H,C,L1F,L,F,T,1
IN,46390,R2,49,U,C,L1G,L,G,R,2
other,97124,S2,18,U,B,L2F,L,F,S,2
NC,28580,R2,47,U,D,L1F,L,F,R,2
CA,92057,S2,20,U,A,L2F,L,F,S,2
CA,94070,U1,2,U,A,L1F,L,F,U,1
other,85351,C2,29,U,A,L1F,L,F,C,2
WI,54241,T3,41,H,C,L2F,L,F,T,3
other,87501,T1,34,H,C,L3E,L,E,T,1
CA,94040,S1,13,H,A,L1F,L,F,S,1
IL,60014,S1,12,U,A,L1F,L,F,S,1
WI,53051,S2,18,H,B,L1F,L,F,S,2
CA,90278,U1,3,U,A,L1G,L,G,U,1
NC,27027,T3,41,H,C,L3E,L,E,T,3
other,83854,T2,39,U,C,L3F,L,F,T,2
NC,28006,T2,39,U,B,L1G,L,G,T,2
FL,33908,C1,23,U,B,L1G,L,G,C,1
NC,28806,C2,27,U,C,L1F,L,F,C,2
other,50436,R2,49,U,D,L1F,L,F,R,2
IL,60467,T1,35,H,A,L3E,L,E,T,1
IL,60453,U2,5,H,A,L1E,L,E,U,2
WA,98407,U3,9,H,A,L4D,L,D,U,3
other,85735,R2,46,U,B,L1F,L,F,R,2
MI,48430,T1,35,U,A,L2G,L,G,T,1
other,52655,T2,36,U,D,L1F,L,F,T,2
GA,30730,T3,41,U,D,L2F,L,F,T,3
CA,90305,U2,7,U,A,L2F,L,F,U,2
other,40212,C3,32,H,B,L1E,L,E,C,3
CA,95630,S1,12,H,B,L3E,L,E,S,1
other,80220,U1,3,U,B,L3D,L,D,U,1
other,36320,R2,43,H,C,L3E,L,E,R,2
MI,48039,T2,36,H,A,L1G,L,G,T,2
IN,46217,S2,18,H,B,L1F,L,F,S,2
WI,53074,T2,40,H,B,L2E,L,E,T,2
IL,60193,C1,22,H,A,L1F,L,F,C,1
other,73521,T3,41,H,D,L1G,L,G,T,3
other,87502,R1,42,U,C,L2F,L,F,R,1
CA,95497,R1,42,H,A,L1G,L,G,R,1
other,40515-,R2,40,H,B,L1E,L,E,R,2
other,84047,U1,1,H,B,L4E,L,E,U,1
NC,28501,T2,36,U,C,L3E,L,E,T,2
other,42217,R3,51,H,C,L4F,L,F,R,3
CA,95678,S2,20,H,B,L1G,L,G,S,2
IL,60558,S1,13,H,A,L1F,L,F,S,1
other,52065,R2,49,U,C,L3F,L,F,R,2
CA,95252,R2,46,H,D,L1E,L,E,R,2
other,74820,T3,41,U,D,L2F,L,F,T,3
WA,98926,T2,36,H,D,L1G,L,G,T,2
MI,48220,U3,8,H,A,L1G,L,G,U,3
other,67226,S1,11,H,B,L1G,L,G,S,1
other,35540,R3,51,H,D,L1G,L,G,R,3
NC,28428,T2,38,H,C,L2F,L,F,T,2
other,34001,U4,10,U,U,L4G,L,G,U,4
CA,94014,U3,8,U,A,L1F,L,F,U,3
MI,48184,S2,18,H,A,L2F,L,F,S,2
other,29003,R2,47,H,D,L4D,L,D,R,2
other,97004,R2,44,H,B,L2F,L,F,R,2
other,85501,T2,36,U,D,L1F,L,F,T,2
other,85705,C3,30,H,B,L1F,L,F,C,3
TX,77489,U2,7,U,A,L1F,L,F,U,2
other,37682,C3,30,H,B,L2F,L,F,C,3
CA,92111,U2,5,U,A,L2F,L,F,U,2
other,55439,S1,13,U,A,L1F,L,F,S,1
CA,92057,C2,29,U,A,L1F,L,F,C,2
other,58103,S1,12,H,C,L1G,L,G,S,1
FL,34135,T3,41,U,B,L2E,L,E,T,3
other,58802,T3,41,U,D,L2G,L,G,T,3
FL,34113,C1,23,U,C,L1F,L,F,C,1
CA,92122,S1,15,U,A,L4D,L,D,S,1
other,67203,S2,20,U,B,L4D,L,D,S,2
other,96931,R2,40,U,U,L4D,L,D,R,2
TX,75407,R2,49,H,A,L1F,L,F,R,2
IL,60421,R2,44,U,A,L3E,L,E,R,2
WA,98331,R2,49,U,C,L1F,L,F,R,2
NC,28144,T2,38,H,B,L2F,L,F,T,2
IL,60071,R1,42,H,A,L1F,L,F,R,1
IN,47203,T1,35,H,C,L1G,L,G,T,1
CA,94509,C1,24,H,A,L2E,L,E,C,1
IL,60615,U3,9,H,A,L1G,L,G,U,3
WA,98902,C2,27,H,C,L1F,L,F,C,2
other,97420,T2,36,U,C,L2F,L,F,T,2
other,37205,C1,23,H,B,L1G,L,G,C,1
MI,49085,T2,40,U,C,L4E,L,E,T,2
CA,92868,U2,4,U,A,L1G,L,G,U,2
other,73072,T1,35,H,B,L4F,L,F,T,1
other,35094,T1,35,U,B,L1G,L,G,T,1
CA,92653,S1,12,U,A,L2G,L,G,S,1
GA,30338,S1,14,H,A,L1F,L,F,S,1
other,82082,R2,45,U,C,L1E,L,E,R,2
FL,32218,T3,41,H,B,L1F,L,F,T,3
other,56501,T2,36,H,D,L2F,L,F,T,2
WA,98908,C1,24,H,C,L3E,L,E,C,1
TX,78749,S1,14,H,B,L3E,L,E,S,1
WA,98944-,C3,33,H,C,L1F,L,F,C,3
other,73034,T1,35,H,B,L1G,L,G,T,1
GA,30052,R2,44,U,A,L2F,L,F,R,2
MO,64138,S2,17,H,B,L2G,L,G,S,2
FL,32804,C2,27,H,B,L3G,L,G,C,2
other,85704,S1,12,H,B,L1E,L,E,S,1
other,55409,U1,3,H,A,L1E,L,E,U,1
GA,30703,T3,41,U,D,L1F,L,F,T,3
other,74878,R3,51,U,B,L4D,L,D,R,3
FL,32966,S1,15,H,C,L1F,L,F,S,1
CA,91745,U1,2,H,A,L1G,L,G,U,1
other,38024,R2,49,U,D,L1G,L,G,R,2
MI,48105-,S1,15,U,A,L1G,L,G,S,1
IL,60062,C1,22,U,A,L1G,L,G,C,1
FL,32725,C2,27,U,B,L1G,L,G,C,2
WI,53536,S1,15,U,C,L1F,L,F,S,1
other,85710,S2,18,H,B,L4F,L,F,S,2
other,71075,T2,36,U,D,L1E,L,E,T,2
other,85303,S2,17,H,A,L1F,L,F,S,2
IN,47446,R3,53,U,D,L1G,L,G,R,3
other,85351,C2,29,H,A,L2G,L,G,C,2
CA,95842,U3,8,H,B,L3F,L,F,U,3
other,80634,C1,24,H,C,L1F,L,F,C,1
other,40769,R2,43,U,D,L1E,L,E,R,2
IL,60505,C2,25,H,A,L1F,L,F,C,2
MI,48304,T2,40,U,A,L1G,L,G,T,2
WI,53703,C2,25,U,B,L2F,L,F,C,2
MI,48124,S2,16,U,A,L1G,L,G,S,2
CA,94010,S1,11,H,A,L2F,L,F,S,1
other,66611,C1,22,H,C,L2F,L,F,C,1
NC,28625,T2,40,U,C,L3F,L,F,T,2
NC,27106,C1,24,H,B,L1F,L,F,C,1
IN,47713,C2,27,U,B,L4E,L,E,C,2
other,29505,C1,24,H,C,L1G,L,G,C,1
other,35978,R3,51,U,C,L3F,L,F,R,3
other,85730,C3,31,H,B,L1F,L,F,C,3
CA,94066,S2,20,H,A,L1F,L,F,S,2
WI,53207,U4,10,H,B,L2F,L,F,U,4
IN,46204,U4,10,U,B,L1G,L,G,U,4
other,56308-,T2,36,H,D,L2E,L,E,T,2
WA,98837,T2,36,H,D,L2G,L,G,T,2
MO,64401,R2,49,H,C,L1F,L,F,R,2
IL,60193,C1,24,H,A,L1F,L,F,C,1
other,50642,R2,45,U,D,L1G,L,G,R,2
MI,48236,S1,13,U,A,L1G,L,G,S,1
IL,62278,R2,46,U,D,L1F,L,F,R,2
MI,48847,R3,51,H,D,L1F,L,F,R,3
CA,91403,S1,13,U,A,L1G,L,G,S,1
IL,62471,T2,36,U,D,L3F,L,F,T,2
IN,46947,T2,39,H,D,L1F,L,F,T,2
FL,34953,T2,39,U,B,L1F,L,F,T,2
other,67466,R3,53,U,D,L1F,L,F,R,3
other,80403,T2,40,H,B,L3E,L,E,T,2
other,97229,S1,12,U,B,L2F,L,F,S,1
CA,91602,U1,3,U,A,L1G,L,G,U,1
CA,92562,U2,7,U,A,L1G,L,G,U,2
TX,79029,R2,44,H,D,L1F,L,F,R,2
CA,95949,T1,35,H,C,L4D,L,D,T,1
other,97367,T2,37,U,D,L3E,L,E,T,2
other,71108,C3,30,H,B,L4D,L,D,C,3
other,73117,C3,32,H,B,L2F,L,F,C,3
CA,95670,S1,14,H,B,L1E,L,E,S,1
FL,33803,C3,30,U,B,L2E,L,E,C,3
IL,60174,C1,22,U,A,L3F,L,F,C,1
MO,63139,U3,8,H,A,L1F,L,F,U,3
other,86301,T3,41,H,C,L4D,L,D,T,3
WI,53715,S2,20,H,B,L1E,L,E,S,2
other,55334,R2,45,U,D,L3F,L,F,R,2
other,81506,T1,35,H,C,L1F,L,F,T,1
